ShiftX   ShiftY   Rotation
50 50 129.897
50 50 144.437
50 50 173.19
50 50 56.1895
50 50 169.745
50 50 75.7439
50 50 54.5257
50 50 163.914
50 50 178.219
50 50 165.806
50 50 104.899
50 50 65.0588
50 50 97.7518
50 50 1.20087
50 50 57.5766
50 50 46.0464
50 50 1.83016
50 50 167.157
50 50 48.8411
50 50 132.178
50 50 174.582
50 50 137.062
50 50 128.037
50 50 0.953452
50 50 166.544
50 50 133.528
50 50 45.7536
50 50 169.738
50 50 119.545
50 50 2.00223
50 50 125.464
50 50 68.9789
50 50 139.298
50 50 100.191
50 50 74.3663
50 50 10.4095
50 50 57.07
50 50 32.665
50 50 132.765
50 50 146.285
50 50 11.5123
50 50 31.6461
50 50 25.0921
50 50 4.73223
50 50 63.452
50 50 102.352
50 50 112.987
50 50 63.3284
50 50 12.5616
50 50 11.4981
50 50 21.3685
50 50 49.4164
50 50 111.051
50 50 45.0043
50 50 70.3241
50 50 179.199
50 50 137.123
50 50 146.978
50 50 169.658
50 50 11.1566
50 50 136.721
50 50 8.29776
50 50 39.0883
50 50 35.5139
50 50 89.2489
50 50 2.9922
50 50 177.472
50 50 58.034
50 50 103.536
50 50 2.6596
50 50 53.4923
50 50 54.4535
50 50 9.84291
50 50 110.535
50 50 127.156
50 50 177.093
50 50 16.4022
50 50 40.6107
50 50 178.09
50 50 53.9876
50 50 104.435
50 50 146.822
50 50 25.4501
50 50 120.207
50 50 104.771
50 50 108.09
50 50 144.092
50 50 130.345
50 50 32.3336
50 50 12.0604
50 50 87.4892
50 50 59.899
50 50 27.1229
50 50 149.242
50 50 172.384
50 50 130.792
50 50 86.0584
50 50 36.5647
50 50 31.9746
50 50 81.8257
50 50 147.945
50 50 73.501
50 50 120.047
50 50 4.45479
50 50 51.3063
50 50 114.794
50 50 53.3893
50 50 114.855
50 50 157.463
50 50 121.264
50 50 73.5548
50 50 175.591
50 50 34.1466
50 50 179.787
50 50 34.0418
50 50 118.263
50 50 5.8962
50 50 148.704
50 50 28.9942
50 50 165.422
50 50 0.0845304
50 50 157.279
50 50 27.5417
50 50 127.313
50 50 78.1679
50 50 152.271
50 50 148.444
50 50 158.755
50 50 77.2107
50 50 53.47
50 50 136.607
50 50 29.5186
50 50 172.647
50 50 33.8798
50 50 178.86
50 50 12.9733
50 50 148.172
50 50 125.986
50 50 144.688
50 50 7.33974
50 50 134.31
50 50 3.58645
50 50 56.5368
50 50 148.123
50 50 66.3315
50 50 92.7605
50 50 84.2892
50 50 85.3013
50 50 107.562
50 50 148.412
50 50 63.8124
50 50 56.632
50 50 92.5021
50 50 60.5754
50 50 59.2818
50 50 75.3775
50 50 164.713
50 50 92.4654
50 50 42.8822
50 50 36.6151
50 50 150.021
50 50 126.025
50 50 170.759
50 50 135.154
50 50 44.7559
50 50 152.088
50 50 10.0603
50 50 50.2884
50 50 80.4883
50 50 169.909
50 50 49.6438
50 50 80.6269
50 50 100.954
50 50 83.8473
50 50 98.8567
50 50 55.1201
50 50 130.627
50 50 6.37923
50 50 55.3341
50 50 141.899
50 50 64.4619
50 50 73.6883
50 50 144.401
50 50 147.715
50 50 46.1025
50 50 175.742
50 50 124.275
50 50 81.7668
50 50 106.342
50 50 74.9261
50 50 66.7115
50 50 5.50774
50 50 169.843
50 50 121.128
50 50 56.1276
50 50 66.012
50 50 61.4934
50 50 142.031
50 50 25.4462
50 50 135.306
50 50 141.649
50 50 48.6148
50 50 179.54
50 50 36.1439
50 50 113.046
50 50 172.952
50 50 97.7449
50 50 135.424
50 50 34.302
50 50 52.3113
50 50 136.297
50 50 106.279
50 50 148.445
50 50 6.44804
50 50 11.0631
50 50 16.9622
50 50 142.194
50 50 88.2421
50 50 117.268
50 50 0.729085
50 50 4.53536
50 50 26.1775
50 50 160.537
50 50 83.4856
50 50 81.7617
50 50 120.303
50 50 144.418
50 50 172.804
50 50 5.83532
50 50 120.641
50 50 172.652
50 50 89.278
50 50 105.696
50 50 110.787
50 50 38.5052
50 50 171.896
50 50 34.0735
50 50 26.4082
50 50 134.297
50 50 41.2046
50 50 45.9818
50 50 119.816
50 50 54.2278
50 50 131.778
50 50 0.575467
50 50 3.19054
50 50 152.037
50 50 168.301
50 50 78.4361
50 50 162.749
50 50 82.0062
50 50 111.586
50 50 20.3657
50 50 114.015
50 50 155.933
50 50 147.208
50 50 148.239
50 50 128.257
50 50 143.474
50 50 13.8679
50 50 83.6436
50 50 89.8223
50 50 137.014
50 50 23.7296
50 50 134.938
50 50 164.369
50 50 43.0818
50 50 20.9954
50 50 150.842
50 50 43.3788
50 50 178.42
50 50 100.942
50 50 89.5036
50 50 102.274
50 50 123.424
50 50 119.552
50 50 119.258
50 50 111.309
50 50 42.6782
50 50 148.686
50 50 75.977
50 50 125.652
50 50 32.0378
50 50 116.771
50 50 94.3463
50 50 3.17306
50 50 110.506
50 50 37.2185
50 50 74.7231
50 50 63.8839
50 50 136.363
50 50 93.8158
50 50 36.1091
50 50 135.105
50 50 20.3785
50 50 177.092
50 50 44.2353
50 50 132.917
50 50 160.124
50 50 91.6607
50 50 148.093
50 50 10.7695
50 50 11.4985
50 50 75.9309
50 50 101.567
50 50 2.12345
50 50 144.527
50 50 4.2516
50 50 127.751
50 50 102.87
50 50 102.14
50 50 107.737
50 50 64.3525
50 50 46.7893
50 50 111.27
50 50 77.4941
50 50 159.458
50 50 9.39874
50 50 143.628
50 50 179.034
50 50 72.2817
50 50 109.923
50 50 167.418
50 50 83.0306
50 50 37.4397
50 50 169.747
50 50 21.7115
50 50 51.7034
50 50 142.154
50 50 166.581
50 50 161.401
50 50 78.3822
50 50 171.046
50 50 80.5831
50 50 65.5511
50 50 12.176
50 50 136.406
50 50 116.144
50 50 97.9382
50 50 66.4745
50 50 85.4916
50 50 111.01
50 50 141.078
50 50 12.837
50 50 168.612
50 50 38.7786
50 50 136.614
50 50 135.737
50 50 107.892
50 50 36.4962
50 50 54.0809
50 50 86.9584
50 50 48.4386
50 50 25.3118
50 50 103.613
50 50 60.7017
50 50 171.479
50 50 140.488
50 50 83.6035
50 50 45.5262
50 50 91.0542
50 50 177.806
50 50 62.2114
50 50 59.1139
50 50 154.351
50 50 167.618
50 50 25.9083
50 50 44.3262
50 50 86.6199
50 50 177.098
50 50 99.508
50 50 61.9134
50 50 73.6944
50 50 101.135
50 50 11.7654
50 50 28.3467
50 50 126.168
50 50 123.086
50 50 34.6995
50 50 23.0351
50 50 105.769
50 50 17.5329
50 50 5.09473
50 50 127.941
50 50 176.302
50 50 88.1027
50 50 149.902
50 50 176.189
50 50 78.2815
50 50 135.75
50 50 150.336
50 50 175.853
50 50 90.2209
50 50 60.3584
50 50 173.945
50 50 35.1502
50 50 146.488
50 50 102.595
50 50 16.6624
50 50 73.1135
50 50 128.266
50 50 36.7761
50 50 102.233
50 50 162.229
50 50 158.777
50 50 148.579
50 50 105.574
50 50 72.6073
50 50 111.128
50 50 44.3981
50 50 84.4062
50 50 71.4466
50 50 87.2853
50 50 97.2945
50 50 111.818
50 50 120.082
50 50 141.136
50 50 4.32493
50 50 116.499
50 50 131.33
50 50 8.94554
50 50 133.337
50 50 93.1515
50 50 162.162
50 50 91.1582
50 50 15.9315
50 50 130.651
50 50 41.237
50 50 172.671
50 50 75.9994
50 50 153.146
50 50 148.162
50 50 7.63584
50 50 117.88
50 50 133.036
50 50 146.025
50 50 132.591
50 50 82.5896
50 50 15.0552
50 50 161.074
50 50 99.8767
50 50 88.7926
50 50 178.824
50 50 119.365
50 50 48.1436
50 50 92.3771
50 50 51.9223
50 50 154.605
50 50 123.591
50 50 6.19394
50 50 93.5716
50 50 10.5365
50 50 80.871
50 50 53.5905
50 50 74.0243
50 50 173.497
50 50 161.102
50 50 67.9618
50 50 88.3533
50 50 13.0235
50 50 47.2882
50 50 97.2518
50 50 68.3584
50 50 141.158
50 50 51.2609
50 50 74.1466
50 50 102.796
50 50 23.1285
50 50 51.6589
50 50 129.39
50 50 114.804
50 50 126.218
50 50 165.375
50 50 132.77
50 50 54.1192
50 50 48.0093
50 50 83.1273
50 50 52.4469
50 50 177.149
50 50 97.6434
50 50 133.423
50 50 124.149
50 50 68.1149
50 50 170.621
50 50 138.564
50 50 151.841
50 50 105.401
50 50 35.6744
50 50 112.146
50 50 18.2356
50 50 146.322
50 50 65.7658
50 50 20.3666
50 50 8.07559
50 50 5.75065
50 50 41.4505
50 50 161.849
50 50 96.8748
50 50 141.215
50 50 88.2684
50 50 93.2518
50 50 150.914
50 50 9.90698
50 50 33.7356
50 50 124.194
50 50 58.5584
50 50 123.108
50 50 115.01
50 50 55.6129
50 50 23.7846
50 50 1.22019
50 50 49.3107
50 50 141.338
50 50 71.487
50 50 137.76
50 50 151.61
50 50 111.1
50 50 43.9933
50 50 118.193
50 50 35.7136
50 50 31.1575
50 50 160.657
50 50 8.35984
50 50 69.6297
50 50 32.8522
50 50 95.0363
50 50 136.508
50 50 110.474
50 50 100.35
50 50 126.204
50 50 155.375
50 50 140.576
50 50 72.938
50 50 50.3467
50 50 65.9294
50 50 23.9689
50 50 66.0137
50 50 107.985
50 50 177.268
50 50 60.3483
50 50 177.165
50 50 169.838
50 50 160.212
50 50 98.8399
50 50 178.695
50 50 44.0781
50 50 156.638
50 50 70.9742
50 50 44.2693
50 50 159.788
50 50 74.7107
50 50 128.532
50 50 15.6857
50 50 50.2953
50 50 81.3924
50 50 112.17
50 50 113.004
50 50 45.0509
50 50 39.2078
50 50 36.3251
50 50 162.142
50 50 10.5227
50 50 61.2013
50 50 100.207
50 50 72.5456
50 50 29.3922
50 50 92.5288
50 50 146.034
50 50 57.0846
50 50 90.748
50 50 105.725
