ShiftX   ShiftY   Rotation
50 50 20.2162
50 50 131.756
50 50 60.6085
50 50 73.5903
50 50 14.7578
50 50 117.912
50 50 60.2434
50 50 122.278
50 50 6.73687
50 50 138.938
50 50 51.7414
50 50 165.325
50 50 16.2121
50 50 163.65
50 50 6.26001
50 50 104.264
50 50 131.058
50 50 70.6744
50 50 10.9394
50 50 0.143515
50 50 128.256
50 50 14.3825
50 50 63.5291
50 50 149.576
50 50 87.2424
50 50 50.3618
50 50 12
50 50 4.36993
50 50 48.3739
50 50 177.875
50 50 167.406
50 50 134.826
50 50 5.17812
50 50 45.8601
50 50 74.5946
50 50 9.98861
50 50 28.0581
50 50 179.007
50 50 167.689
50 50 100.693
50 50 19.3964
50 50 57.7068
50 50 145.158
50 50 116.009
50 50 131.406
50 50 167.693
50 50 115.364
50 50 127.169
50 50 109.258
50 50 173.402
50 50 171.894
50 50 65.3475
50 50 175.201
50 50 8.71512
50 50 117.879
50 50 88.107
50 50 131.083
50 50 123.914
50 50 60.5541
50 50 176.125
50 50 143.02
50 50 167.286
50 50 0.411153
50 50 117.197
50 50 52.8803
50 50 173.415
50 50 143.196
50 50 58.5469
50 50 79.7076
50 50 58.8239
50 50 134.065
50 50 2.17187
50 50 142.057
50 50 19.443
50 50 13.8659
50 50 67.3859
50 50 178.123
50 50 62.6287
50 50 74.1351
50 50 0.779717
50 50 162.307
50 50 107.325
50 50 34.3011
50 50 161.626
50 50 57.4043
50 50 90.709
50 50 48.8875
50 50 5.91715
50 50 11.4595
50 50 99.0627
50 50 37.3729
50 50 6.60468
50 50 126.564
50 50 6.11293
50 50 58.4429
50 50 93.5928
50 50 18.1946
50 50 175.837
50 50 172.751
50 50 31.857
50 50 166.387
50 50 69.8511
50 50 102.179
50 50 108.835
50 50 89.7716
50 50 117.657
50 50 129.032
50 50 84.9371
50 50 97.0099
50 50 50.7214
50 50 41.9966
50 50 112.322
50 50 31.6105
50 50 27.5001
50 50 153.144
50 50 161.598
50 50 50.9308
50 50 135.591
50 50 119.505
50 50 66.1485
50 50 64.3656
50 50 161.531
50 50 26.6905
50 50 86.4439
50 50 105.34
50 50 55.0384
50 50 163.911
50 50 8.76924
50 50 2.86611
50 50 77.5693
50 50 71.4513
50 50 36.3979
50 50 88.7406
50 50 48.5072
50 50 106.837
50 50 47.7971
50 50 144.413
50 50 35.8581
50 50 52.2313
50 50 134.257
50 50 162.603
50 50 51.02
50 50 0.440748
50 50 97.1401
50 50 73.2079
50 50 28.0479
50 50 24.3769
50 50 67.2274
50 50 104.363
50 50 107.839
50 50 122.689
50 50 66.5366
50 50 42.2019
50 50 30.0516
50 50 53.4844
50 50 123.332
50 50 153.014
50 50 11.6193
50 50 76.4982
50 50 88.8888
50 50 109.188
50 50 147.845
50 50 17.1688
50 50 158.481
50 50 130.283
50 50 166.733
50 50 172.656
50 50 23.6563
50 50 50.7188
50 50 60.6283
50 50 92.6455
50 50 131.895
50 50 19.7178
50 50 142.269
50 50 20.5041
50 50 79.8773
50 50 59.5912
50 50 73.1123
50 50 16.2795
50 50 104.07
50 50 97.9827
50 50 107.442
50 50 150.297
50 50 1.63254
50 50 62.8609
50 50 161.624
50 50 93.5966
50 50 173.701
50 50 113.164
50 50 71.7979
50 50 114.102
50 50 127.728
50 50 3.54145
50 50 123.045
50 50 63.7854
50 50 92.0798
50 50 141.6
50 50 43.2649
50 50 77.4426
50 50 143.829
50 50 18.1167
50 50 163.913
50 50 24.6248
50 50 1.95872
50 50 44.8752
50 50 26.9947
50 50 112.963
50 50 34.3272
50 50 74.0245
50 50 8.87151
50 50 81.8857
50 50 104.429
50 50 106.241
50 50 165.46
50 50 173.348
50 50 76.2965
50 50 25.3312
50 50 163.354
50 50 116.97
50 50 39.6489
50 50 126.484
50 50 142.18
50 50 152.017
50 50 52.3178
50 50 6.4543
50 50 49.7165
50 50 144.218
50 50 117.316
50 50 21.5458
50 50 143.422
50 50 158.194
50 50 126.069
50 50 32.3075
50 50 143.056
50 50 43.4637
50 50 157.438
50 50 150.359
50 50 144.44
50 50 170.002
50 50 55.6874
50 50 115.642
50 50 18.047
50 50 117.009
50 50 143.772
50 50 42.5028
50 50 113.162
50 50 149.348
50 50 56.4006
50 50 51.5794
50 50 101.247
50 50 52.839
50 50 61.8914
50 50 121.22
50 50 42.9779
50 50 82.9682
50 50 93.4408
50 50 138.933
50 50 162.177
50 50 163.234
50 50 111.464
50 50 141.736
50 50 93.0719
50 50 77.9341
50 50 39.7565
50 50 97.8473
50 50 54.4626
50 50 162.87
50 50 23.0957
50 50 166.954
50 50 138.359
50 50 87.5025
50 50 174.363
50 50 158.466
50 50 25.5183
50 50 81.4889
50 50 53.7783
50 50 94.9331
50 50 142.6
50 50 77.2779
50 50 109.812
50 50 46.1338
50 50 86.2641
50 50 142.562
50 50 79.8268
50 50 134.398
50 50 40.8696
50 50 142.87
50 50 92.0775
50 50 113.1
50 50 96.4843
50 50 87.0406
50 50 75.9018
50 50 130.326
50 50 38.8846
50 50 83.6428
50 50 64.1867
50 50 148.091
50 50 160.452
50 50 161.359
50 50 26.206
50 50 117.158
50 50 176.821
50 50 131.79
50 50 146.387
50 50 104.676
50 50 44.7276
50 50 132.5
50 50 119.687
50 50 33.4936
50 50 92.499
50 50 71.1696
50 50 39.6653
50 50 63.9693
50 50 168.713
50 50 147.165
50 50 63.7684
50 50 85.4304
50 50 146.839
50 50 16.944
50 50 67.0654
50 50 52.205
50 50 162.277
50 50 45.0648
50 50 36.2374
50 50 18.6863
50 50 129.492
50 50 102.744
50 50 159.506
50 50 32.9245
50 50 103.267
50 50 44.8225
50 50 123.766
50 50 95.4072
50 50 111.25
50 50 154.798
50 50 94.1759
50 50 71.6303
50 50 134.433
50 50 31.9238
50 50 19.8706
50 50 47.659
50 50 129.075
50 50 121.495
50 50 122.24
50 50 134.052
50 50 178.87
50 50 115.172
50 50 70.6296
50 50 17.0046
50 50 120.9
50 50 165.227
50 50 78.7874
50 50 155.598
50 50 83.0031
50 50 114.857
50 50 140.732
50 50 1.24202
50 50 111.421
50 50 112.779
50 50 55.9586
50 50 66.0433
50 50 72.7257
50 50 149.982
50 50 149.447
50 50 82.9703
50 50 73.3554
50 50 107.598
50 50 55.2382
50 50 174.477
50 50 76.5864
50 50 35.947
50 50 75.5016
50 50 35.6535
50 50 99.3241
50 50 134.122
50 50 17.4488
50 50 164.996
50 50 119.82
50 50 68.0969
50 50 148.826
50 50 176.188
50 50 11.9789
50 50 160.829
50 50 54.5806
50 50 155.847
50 50 89.7532
50 50 77.5017
50 50 179.105
50 50 26.0853
50 50 30.1321
50 50 153.766
50 50 91.1324
50 50 131.578
50 50 89.5198
50 50 169.004
50 50 0.98084
50 50 151.384
50 50 149.185
50 50 53.9009
50 50 104.749
50 50 117.232
50 50 3.20932
50 50 112.379
50 50 53.0003
50 50 22.279
50 50 27.1031
50 50 158.503
50 50 53.3567
50 50 55.0369
50 50 150.628
50 50 117.012
50 50 34.5859
50 50 153.344
50 50 42.0114
50 50 98.2368
50 50 74.1355
50 50 132.154
50 50 107.947
50 50 97.6908
50 50 78.2435
50 50 126.54
50 50 51.186
50 50 22.1163
50 50 85.9904
50 50 15.6136
50 50 150.706
50 50 1.5135
50 50 100.319
50 50 105.248
50 50 179.774
50 50 19.9774
50 50 152.868
50 50 82.7991
50 50 110.779
50 50 35.4615
50 50 34.8069
50 50 87.3494
50 50 92.9247
50 50 45.0522
50 50 95.37
50 50 131.036
50 50 89.0585
50 50 26.7595
50 50 140.379
50 50 70.3648
50 50 89.9373
50 50 48.2028
50 50 126.294
50 50 126.384
50 50 41.6168
50 50 12.9106
50 50 118.281
50 50 111.383
50 50 112.816
50 50 55.5732
50 50 112.753
50 50 107.493
50 50 82.7173
50 50 152.91
50 50 119.442
50 50 80.0514
50 50 35.3877
50 50 176.81
50 50 166.432
50 50 78.6818
50 50 2.06993
50 50 49.1763
50 50 170.596
50 50 168.158
50 50 152.312
50 50 114.521
50 50 176.51
50 50 70.2566
50 50 8.11932
50 50 62.3525
50 50 122.83
50 50 40.706
50 50 28.8172
50 50 135.29
50 50 118.444
50 50 0.020022
50 50 61.2197
50 50 1.75084
50 50 15.5865
50 50 3.37552
50 50 101.287
50 50 123.098
50 50 167.51
50 50 19.6052
50 50 94.0481
50 50 111.429
50 50 80.8996
50 50 20.613
50 50 18.6041
50 50 96.5467
50 50 11.1504
50 50 85.3018
50 50 155.542
50 50 150.963
50 50 163.471
50 50 115.683
50 50 23.2967
50 50 40.2311
50 50 164.687
50 50 95.1257
50 50 8.8175
50 50 138.877
50 50 143.04
50 50 143.567
50 50 7.26534
50 50 12.8018
50 50 23.458
50 50 52.4415
50 50 85.6389
50 50 85.6425
50 50 85.8821
50 50 82.8648
50 50 97.4667
50 50 23.8859
50 50 44.0248
50 50 4.08318
50 50 151.097
50 50 137.231
50 50 46.5029
50 50 43.2305
50 50 62.805
50 50 93.7709
50 50 30.9024
50 50 96.048
50 50 159.297
50 50 14.2706
50 50 153.151
50 50 66.9801
50 50 143.832
50 50 66.3243
50 50 123.854
50 50 128.554
50 50 167.664
50 50 92.9007
50 50 81.379
50 50 109.945
50 50 64.5412
50 50 157.415
50 50 157.216
50 50 179.803
50 50 26.1234
50 50 55.3897
50 50 108.077
50 50 2.96231
50 50 111.395
50 50 5.39596
50 50 176.22
50 50 124.198
50 50 175.741
50 50 39.5252
50 50 108.655
50 50 33.5283
50 50 58.2581
50 50 161.322
50 50 106.609
50 50 44.781
50 50 45.7599
50 50 15.6489
50 50 8.42451
50 50 29.5024
50 50 141.321
50 50 122.139
50 50 33.4026
50 50 103.82
50 50 57.0842
50 50 109.466
50 50 18.0065
50 50 30.8455
50 50 115.006
50 50 161.382
50 50 134.033
50 50 2.19711
50 50 56.0886
50 50 26.0428
50 50 3.92561
50 50 130.783
50 50 136.47
50 50 129.512
50 50 23.9103
50 50 94.0599
50 50 150.887
50 50 114.301
50 50 48.7824
50 50 147.582
50 50 142.774
50 50 57.9225
50 50 85.2628
50 50 28.6387
50 50 6.77503
50 50 153.676
50 50 0.703793
50 50 174.871
50 50 157.09
50 50 3.97887
50 50 156.639
50 50 38.6273
50 50 173.707
50 50 122.913
50 50 17.4483
50 50 153.536
50 50 129.5
50 50 64.3503
50 50 23.9035
50 50 152.24
50 50 146.41
50 50 157.293
50 50 163.386
50 50 45.1918
50 50 135.757
50 50 47.9142
50 50 78.0925
50 50 62.0884
50 50 59.2768
50 50 36.5503
50 50 143.335
50 50 65.0341
50 50 151.963
50 50 168.413
50 50 171.563
50 50 153.568
50 50 150.663
50 50 169.438
50 50 120.007
50 50 91.6623
50 50 19.6324
50 50 171.183
50 50 78.08
50 50 86.9144
50 50 156.637
50 50 22.0111
50 50 159.228
50 50 60.9402
50 50 49.7839
50 50 27.4038
50 50 11.0271
50 50 149.528
50 50 74.4198
50 50 82.1012
50 50 174.785
50 50 1.50324
50 50 52.4059
50 50 0.902954
50 50 3.95783
50 50 9.4743
50 50 90.3795
50 50 7.60948
50 50 59.7007
50 50 22.3376
50 50 121.515
50 50 144.594
50 50 88.5654
50 50 176.993
50 50 114.589
50 50 28.4814
50 50 10.1817
50 50 104.115
50 50 62.8738
50 50 65.2166
50 50 126.923
50 50 170.911
50 50 90.5082
50 50 99.2631
50 50 179.572
50 50 157.119
50 50 16.1615
50 50 136.359
50 50 44.6211
50 50 64.5841
50 50 16.5593
50 50 97.944
50 50 5.58841
50 50 27.865
50 50 25.6177
50 50 31.3733
50 50 47.2053
50 50 29.4275
50 50 20.8304
50 50 66.1244
50 50 27.0591
50 50 66.3914
50 50 145.805
50 50 141.343
50 50 49.8423
50 50 8.13919
50 50 162.644
50 50 71.1754
50 50 136.369
50 50 93.8672
50 50 50.8017
50 50 162.354
50 50 77.4551
50 50 155.709
50 50 175.72
50 50 62.9841
50 50 8.99629
50 50 118.312
50 50 177.032
50 50 12.1211
50 50 99.7431
50 50 130.099
50 50 94.5296
50 50 75.7478
50 50 178.373
50 50 58.0642
50 50 157.577
50 50 74.6423
50 50 95.7387
50 50 117.263
50 50 40.3488
50 50 164.586
50 50 163.127
50 50 102.317
50 50 156.021
50 50 154.439
50 50 41.4011
50 50 72.4634
50 50 86.4653
50 50 82.2961
50 50 117.939
50 50 62.7777
50 50 24.2625
50 50 81.1219
50 50 110.554
50 50 68.8677
50 50 18.7778
50 50 159.504
50 50 12.5656
50 50 5.33505
50 50 47.4781
50 50 178.709
50 50 174.461
50 50 102.699
50 50 37.0201
50 50 69.4659
