ShiftX   ShiftY   Rotation
50 50 154.113
50 50 84.6631
50 50 175.681
50 50 52.1437
50 50 40.8519
50 50 69.8369
50 50 166.167
50 50 19.9018
50 50 150.629
50 50 100.338
50 50 130.795
50 50 81.3
50 50 133.516
50 50 12.0489
50 50 166.01
50 50 45.2369
50 50 72.4268
50 50 37.2765
50 50 130.322
50 50 53.3497
50 50 88.5174
50 50 29.0302
50 50 169.255
50 50 28.7932
50 50 151.159
50 50 137.375
50 50 45.4738
50 50 18.9423
50 50 42.6999
50 50 77.958
50 50 94.2749
50 50 103.318
50 50 178.201
50 50 14.1937
50 50 5.4852
50 50 67.1941
50 50 42.5358
50 50 62.1961
50 50 132.759
50 50 20.4322
50 50 173.664
50 50 135.624
50 50 57.1299
50 50 105.957
50 50 156.646
50 50 86.1077
50 50 27.3079
50 50 20.6812
50 50 42.0614
50 50 104.933
50 50 148.109
50 50 63.9177
50 50 29.4776
50 50 55.3289
50 50 98.2553
50 50 56.8867
50 50 157.896
50 50 96.227
50 50 163.242
50 50 137.188
50 50 9.90788
50 50 106.026
50 50 78.3922
50 50 157.763
50 50 118.766
50 50 111.906
50 50 97.9247
50 50 73.471
50 50 64.6023
50 50 145.185
50 50 72.6409
50 50 144.181
50 50 15.7765
50 50 65.6774
50 50 150.679
50 50 4.10564
50 50 157.996
50 50 47.317
50 50 153.044
50 50 90.4947
50 50 72.2725
50 50 147.311
50 50 107.024
50 50 90.0807
50 50 140.204
50 50 171.658
50 50 82.2232
50 50 51.3714
50 50 30.9806
50 50 146.112
50 50 55.2891
50 50 17.4776
50 50 102.053
50 50 30.4019
50 50 71.5171
50 50 111.611
50 50 131.532
50 50 118.121
50 50 15.9851
50 50 33.4659
50 50 33.5908
50 50 61.517
50 50 80.0124
50 50 43.3894
50 50 94.1596
50 50 138.358
50 50 53.8857
50 50 157.829
50 50 146.196
50 50 38.0758
50 50 162.43
50 50 19.1262
50 50 54.7109
50 50 94.2753
50 50 80.3193
50 50 153.842
50 50 119.662
50 50 97.004
50 50 168.033
50 50 106.234
50 50 165.936
50 50 147.751
50 50 166.842
50 50 176.694
50 50 72.7996
50 50 94.9714
50 50 143.275
50 50 144.913
50 50 23.1517
50 50 168.692
50 50 140.065
50 50 164.402
50 50 37.653
50 50 71.8282
50 50 48.3708
50 50 165.406
50 50 2.65673
50 50 155.802
50 50 30.5205
50 50 23.2226
50 50 59.3826
50 50 138.638
50 50 112.938
50 50 58.929
50 50 132.548
50 50 134.448
50 50 85.433
50 50 13.7851
50 50 72.3207
50 50 165.727
50 50 27.9043
50 50 76.1005
50 50 172.211
50 50 151.568
50 50 161.143
50 50 24.9611
50 50 44.4702
50 50 26.1952
50 50 56.1991
50 50 38.5377
50 50 103.44
50 50 113.641
50 50 35.1328
50 50 143.568
50 50 34.6983
50 50 143.509
50 50 107.05
50 50 35.657
50 50 134.992
50 50 42.8516
50 50 144.531
50 50 84.308
50 50 129.943
50 50 59.6592
50 50 124.13
50 50 1.79952
50 50 69.6372
50 50 80.5211
50 50 109.678
50 50 8.37089
50 50 83.969
50 50 25.3651
50 50 77.2422
50 50 36.1373
50 50 101.923
50 50 90.1425
50 50 25.4808
50 50 73.4102
50 50 44.4077
50 50 145.395
50 50 80.1325
50 50 89.0547
50 50 117.581
50 50 126.9
50 50 110.527
50 50 33.673
50 50 108.063
50 50 141.096
50 50 179.198
50 50 172.417
50 50 70.6455
50 50 132.142
50 50 118.119
50 50 43.7347
50 50 11.6337
50 50 9.26744
50 50 51.761
50 50 87.1893
50 50 2.3007
50 50 25.3483
50 50 71.3463
50 50 62.1407
50 50 166.107
50 50 151.742
50 50 134.42
50 50 128.987
50 50 133.992
50 50 19.1033
50 50 144.595
50 50 107.501
