ShiftX   ShiftY   Rotation
50 50 43.5576
50 50 73.7404
50 50 51.4209
50 50 145.648
50 50 145.254
50 50 119.263
50 50 144.981
50 50 115.587
50 50 15.0035
50 50 135.957
50 50 85.986
50 50 177.285
50 50 157.205
50 50 154.356
50 50 53.2847
50 50 6.82265
50 50 133.828
50 50 71.9849
50 50 90.5736
50 50 6.68105
50 50 90.8461
50 50 133.536
50 50 76.4076
50 50 0.576067
50 50 145.625
50 50 89.5021
50 50 71.4195
50 50 119.328
50 50 67.4715
50 50 50.1688
50 50 179.84
50 50 99.6432
50 50 90.2099
50 50 86.5586
50 50 25.268
50 50 157.016
50 50 118.07
50 50 125.404
50 50 117.388
50 50 132.123
50 50 103.733
50 50 29.3127
50 50 83.7317
50 50 106.378
50 50 15.9141
50 50 124.975
50 50 159.335
50 50 130.848
50 50 10.7534
50 50 5.74748
50 50 113.812
50 50 61.5553
50 50 11.1051
50 50 58.7489
50 50 118.674
50 50 39.4005
50 50 169.733
50 50 130.968
50 50 153.748
50 50 146.994
50 50 68.9413
50 50 10.5047
50 50 32.6536
50 50 92.6439
50 50 50.6996
50 50 177.725
50 50 12.5316
50 50 74.7881
50 50 68.455
50 50 78.2946
50 50 136.267
50 50 136.569
50 50 12.8922
50 50 129.971
50 50 39.868
50 50 91.9439
50 50 94.2165
50 50 56.4695
50 50 95.584
50 50 36.8154
50 50 91.9414
50 50 45.0458
50 50 155.02
50 50 137.945
50 50 53.0942
50 50 69.2141
50 50 96.148
50 50 63.4896
50 50 137.009
50 50 99.847
50 50 42.4773
50 50 158.834
50 50 113.617
50 50 164.142
50 50 34.9047
50 50 124.347
50 50 102.615
50 50 27.8025
50 50 26.5257
50 50 96.6925
50 50 64.0316
50 50 103.95
50 50 94.262
50 50 167.343
50 50 113.355
50 50 105.067
50 50 96.5073
50 50 171.673
50 50 84.242
50 50 10.1729
50 50 35.551
50 50 49.4792
50 50 84.3319
50 50 100.655
50 50 19.9237
50 50 46.4095
50 50 30.6574
50 50 108.129
50 50 168.95
50 50 78.8156
50 50 34.7287
50 50 88.4609
50 50 138.038
50 50 61.3917
50 50 50.3789
50 50 15.8558
50 50 92.6056
50 50 18.6852
50 50 24.8522
50 50 159.123
50 50 83.294
50 50 107.895
50 50 30.9412
50 50 21.7917
50 50 24.3811
50 50 113.091
50 50 45.0368
50 50 140.108
50 50 102.087
50 50 24.3779
50 50 2.26463
50 50 145.382
50 50 15.2628
50 50 80.3853
50 50 104.196
50 50 109.136
50 50 148.334
50 50 40.3395
50 50 156.711
50 50 114.325
50 50 168.638
50 50 8.17591
50 50 165.359
50 50 55.4232
50 50 51.5536
50 50 165.678
50 50 21.681
50 50 145.144
50 50 55.8096
50 50 78.7287
50 50 80.0681
50 50 46.6061
50 50 153.997
50 50 164.006
50 50 3.08343
50 50 84.8288
50 50 90.7828
50 50 116.334
50 50 48.8192
50 50 35.0166
50 50 153.829
50 50 147.985
50 50 16.3688
50 50 21.3873
50 50 17.0483
50 50 142.607
50 50 148.397
50 50 73.7691
50 50 32.2608
