ShiftX   ShiftY   Rotation
50 50 71.091
50 50 10.2393
50 50 72.8981
50 50 151.78
50 50 69.3678
50 50 120.55
50 50 53.6406
50 50 97.7765
50 50 176.077
50 50 94.546
50 50 171.547
50 50 120.992
50 50 161.415
50 50 178.843
50 50 100.919
50 50 71.8554
50 50 109.721
50 50 35.8491
50 50 118.073
50 50 72.7122
50 50 105.859
50 50 129.626
50 50 169.856
50 50 35.7444
50 50 179.766
50 50 52.4561
50 50 0.914991
50 50 159.048
50 50 33.2483
50 50 45.9083
50 50 18.6035
50 50 56.0929
50 50 169.48
50 50 162.895
50 50 166.048
50 50 107.674
50 50 87.2436
50 50 36.8471
50 50 1.31571
50 50 126.176
50 50 10.8654
50 50 2.88467
50 50 52.5956
50 50 107.339
50 50 87.6431
50 50 12.6245
50 50 38.6096
50 50 63.9202
50 50 0.403124
50 50 179.067
50 50 171.411
50 50 168.221
50 50 159.712
50 50 179.527
50 50 175.219
50 50 8.05423
50 50 112.693
50 50 119.155
50 50 38.0846
50 50 90.4386
50 50 108.191
50 50 59.8863
50 50 174.432
50 50 173.428
50 50 153.087
50 50 100.612
50 50 110.726
50 50 63.8523
50 50 58.8221
50 50 118.616
50 50 36.6162
50 50 122.724
50 50 7.01535
50 50 97.0483
50 50 92.9554
50 50 147.514
50 50 35.715
50 50 9.49434
50 50 47.5509
50 50 100.341
50 50 126.542
50 50 76.5124
50 50 142.102
50 50 73.3371
50 50 58.3718
50 50 100.134
50 50 95.6894
50 50 70.7352
50 50 35.7862
50 50 25.2865
50 50 145.962
50 50 111.141
50 50 104.953
50 50 104.165
50 50 117.018
50 50 170.082
50 50 143.069
50 50 63.1619
50 50 13.7896
50 50 76.6791
50 50 137.394
50 50 7.81626
50 50 130.029
50 50 9.36465
50 50 176.241
50 50 62.9865
50 50 78.0205
50 50 29.5447
50 50 176.353
50 50 138.553
50 50 110.008
50 50 47.0795
50 50 51.8729
50 50 45.364
50 50 158.681
50 50 111.53
50 50 65.511
50 50 9.08149
50 50 147.416
50 50 14.3118
50 50 31.293
50 50 5.71409
50 50 103.194
50 50 114.662
50 50 20.8931
50 50 62.2829
50 50 148.42
50 50 43.8596
50 50 133.446
50 50 31.7388
50 50 29.5257
50 50 101.304
50 50 153.408
50 50 88.0081
50 50 152.638
50 50 139.831
50 50 21.1155
50 50 48.255
50 50 115.903
50 50 57.5454
50 50 102.268
50 50 145.101
50 50 150.425
50 50 93.5729
50 50 72.9804
50 50 100.199
50 50 9.62018
50 50 6.51344
50 50 172.684
50 50 98.7629
50 50 145.472
50 50 160.188
50 50 90.1229
50 50 147.286
50 50 31.0225
50 50 174.558
50 50 103.548
50 50 110.116
50 50 145.969
50 50 133.429
50 50 13.6095
50 50 103.731
50 50 91.2739
50 50 85.2723
50 50 152.635
50 50 87.9288
50 50 80.006
50 50 15.3024
50 50 96.46
50 50 106.713
50 50 24.4171
50 50 23.635
50 50 35.8526
50 50 36.9238
50 50 16.4964
50 50 57.8903
50 50 84.9195
50 50 65.6039
50 50 140.986
50 50 50.3258
50 50 179.357
50 50 5.93398
50 50 43.0358
50 50 125.507
50 50 78.0087
50 50 138.484
50 50 151.684
50 50 51.0179
50 50 137.7
50 50 64.1616
50 50 170.11
50 50 49.8609
50 50 124.464
50 50 151.104
50 50 51.1738
50 50 124.167
50 50 84.0759
50 50 107.639
50 50 147.24
50 50 95.1514
50 50 74.7068
50 50 156.832
50 50 123.867
50 50 116.835
50 50 144.827
50 50 100.577
50 50 40.5599
50 50 96.8975
50 50 128.081
50 50 94.9063
50 50 112.685
50 50 21.9107
50 50 128.225
50 50 112.09
50 50 17.3868
50 50 78.0233
50 50 163.109
50 50 64.4504
50 50 82.114
50 50 82.4093
50 50 153.093
50 50 66.1647
50 50 129.616
50 50 165.979
50 50 145.912
50 50 140.786
50 50 161.291
50 50 179.84
50 50 78.9041
50 50 110.975
50 50 162.394
50 50 154.207
50 50 57.0999
50 50 163.906
50 50 73.0031
50 50 26.7447
50 50 6.55174
50 50 27.2011
50 50 62.6848
50 50 51.9991
50 50 103.006
50 50 65.052
50 50 118.337
50 50 24.5663
50 50 98.0822
50 50 164.567
50 50 147.478
50 50 147.342
50 50 42.4916
50 50 13.4384
50 50 151.852
50 50 173.491
50 50 162.65
50 50 107.85
50 50 40.7857
50 50 149.363
50 50 100.515
50 50 76.5618
50 50 44.9259
50 50 82.6286
50 50 118.799
50 50 89.9507
50 50 164.547
50 50 176.27
50 50 163.599
50 50 157.593
50 50 140.061
50 50 40.86
50 50 45.6225
50 50 139.223
50 50 126.305
50 50 51.5892
50 50 153.545
50 50 154.394
50 50 16.8466
50 50 172.769
50 50 16.2107
50 50 85.072
50 50 176.431
50 50 2.77901
50 50 26.212
50 50 172.452
50 50 18.6697
50 50 138.2
50 50 40.3289
50 50 157.863
50 50 133.876
50 50 126.134
50 50 174.099
50 50 55.3017
50 50 83.1493
50 50 155.206
50 50 30.5819
50 50 24.9315
50 50 24.662
50 50 147.226
50 50 142.112
50 50 136.308
50 50 15.78
50 50 89.8281
50 50 95.5851
50 50 121.527
50 50 49.6501
50 50 114.106
50 50 43.5558
50 50 96.6216
50 50 114.002
50 50 121.916
50 50 133.051
50 50 61.0379
50 50 27.6513
50 50 153.63
50 50 60.9737
50 50 134.369
50 50 54.9233
50 50 8.68072
50 50 169.506
50 50 73.43
50 50 5.57435
50 50 143.103
50 50 55.0544
50 50 78.8406
50 50 168.855
50 50 103.651
50 50 53.3073
50 50 37.0101
50 50 151.418
50 50 121.725
50 50 156.969
50 50 128.84
50 50 93.5945
50 50 6.32408
50 50 91.6751
50 50 147.264
50 50 96.899
50 50 3.02551
50 50 58.5272
50 50 154.061
50 50 86.422
50 50 164.982
50 50 36.191
50 50 1.24914
50 50 116.652
50 50 6.52564
50 50 118.592
50 50 166.892
50 50 32.0953
50 50 121.981
50 50 7.22724
50 50 162.41
50 50 87.3285
50 50 8.14524
50 50 144.441
50 50 67.1156
50 50 119.373
50 50 38.7628
50 50 160.739
50 50 65.4451
50 50 70.2079
50 50 63.8943
50 50 141.682
50 50 54.0115
50 50 96.5886
50 50 68.5649
50 50 88.4651
50 50 167.365
50 50 68.4942
50 50 50.8315
50 50 177.889
50 50 102.9
50 50 72.2636
